STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Slave,Slave,ทาส,Esclavo,奴隶,Sklave,Escravo,Esclave,Раб,노예
FormerSlave,Former Slave,,Ex esclavo,前奴隶,Ehemaliger Sklave,Ex-escravo,Ancien esclave,Бывший раб,이전 노예
SecretAgent,Secret Agent,เจ้าหน้าที่ลับ,Agente secreto,特务,Geheimagent,Agente Secreto,Agent secret,Секретный агент,비밀 요원
Slavemaster,Slavemaster,เจ้านายทาส,Amo de esclavos,奴隶主,Sklavenhalter,Senhor de Escravos,Esclavagiste,Рабовладелец,슬레이브 마스터
Soldier,Soldier,ทหาร,Soldado,战士,Soldat,Soldado,Soldat,Солдат,군인
Spy,Spy,สปาย,Espía,间谍,Spion,Espião,Espion,Шпион,스파이
Thief,Thief,โจร,Ladrón,小偷,Dieb,Ladrão,Voleur,Вор,도둑
Vampire,Vampire,แวมไพร์,Vampiro,吸血鬼,Vampir,Vampiro,Vampire,Вампир,뱀파이어
Vigilante,Vigilante,,Vigilante,侠客,Bürgerwehrmitglied,Vigilante,Justicier,Мститель,자경단원
Werewolf,Werewolf,มนุษย์หมาป่า,Hombre lobo,狼人,Werwolf,Lobisomem,Loup-garou,Вервольф,늑대 인간
WerewolfB,Werewolf,มนุษย์หมาป่า,Hombre lobo,狼人,Werwolf,Lobisomem,Loup-garou,Вервольф,늑대 인간
Worker,Worker,คนงาน,Trabajador,工人,Arbeiter,Trabalhador,Ouvrier,Рабочий,근로자
Wrestler,Wrestler,นักมวยปล้ำ,Luchador,摔跤手,Ringer,Lutador,Catcheur,Рестлер,레슬러
Zombie,Zombie,ผีดิบ,Zombi,僵尸,Zombie,Zumbi,Zombi,Зомби,좀비
,,,,,,,,,
Mafia,Mobster,มาเฟีย,Mafioso,匪徒,Mafioso,Mafioso,Truand,Гангстер,조폭
UpperCruster,Upper-Cruster,"This is an upper-class, well-to-do character class",Rico,贵族,Privilegierte Oberschicht,Classe Alta,Gratin,Богатей,어퍼 크러스터
Slave_Chinese,Servant,,,仆人,,,,,
FormerSlave_Chinese,Former Servant,,,前仆人,,,,,
Slavemaster_Chinese,Servant Provider,,,老爷,,,,,
Cop_Chinese,No-Fun Enforcer,,,铁面巡警,,,,,
Cop2_Chinese,Super No-Fun Enforcer,,,超级铁面巡警,,,,,
Cannibal_Chinese,Maniac,,,疯子,,,,,
Zombie_Chinese,Diseased,,,痨病鬼,,,,,
Gangbanger_Chinese,Troublemaker (Blahd),,,古惑仔（血帮）,,,,,
GangbangerB_Chinese,Troublemaker (Crepe),,,古惑仔（瘸帮）,,,,,
DrugDealer_Chinese,Street Peddler,,,街头毒贩,,,,,
,,,,,,,,,
Clerk,Clerk,,Empleado,职员,Angestellter,Atendente,Employé,Клерк,출납원
CopBot,Cop Bot,หุ่นยนต์ตำรวจ,Robopoli,警察机器人,Roboterpolizist,Policial robô,Robot flic,Робот-коп,경찰 봇
Nature,Environment,,Entorno,环境,Umwelt,Ambiente,Environnement,Окружение,환경
Self,Self,ตัวเอง,Uno mismo,自我,Selbst,Você mesmo,Soi,Себя,본인
ButlerBot,Butler Bot,,Robomayordomo,管家机器人,Dienerroboter,Mordomo robô,Robot majordome,Робот-дворецкий,집사 봇
Mayor,Mayor,นายก,Alcalde,市长,Bürgermeister,Prefeito,Maire,Мэр,시장
Guard2,Supergoon,,Supermatón,超级暴徒,Superwache,Supercapanga,Supergarde,Суперголоворез,슈퍼 깡패
Dealer,Dealer,,Dealer,毒贩,Dealer,Traficante,Trafiquant,Торговец,상인
Gangbanger_N,Crepe,,Crepe,瘸帮,Crepe,Crepe,Crêpe,Невалидные,크레이프
GangbangerB_N,Blahd,,Blahd,血帮,Blahd,Blahd,Blair,Кровяные,블라드
RobotPlayer,Robot,หุ่นยนต์,Robot,机器人,Roboter,Robô,Robot,Робот,로봇
,,,,,,,,,
CopBot_Chinese,Enforcer Bot,,,机器人执法者,,,,,
,,,,,,,,,
Courier,Courier,,Repartidor,快递员,Kurier,Entregador,Livreur,Курьер,배달부
MechEmpty,Mech,,Mecarobot,机甲,Mech,Meca,Mécano,Боевой робот,메카
MechFilled,Mech,,Mecarobot,机甲,Mech,Meca,Mécano,Боевой робот,메카
MechPilot,Mech Pilot,,Piloto de Mecarobot,机甲驾驶员,Mech-Fahrer,Piloto de Meca,Pilote de mecha,Пилот робота,메카 파일럿
Demolitionist,Demolitionist,,Demoledor,爆破者,Demolierer,Demolidor,Démolisseur,Подрывник,철거자
,,,,,,,,,
BlueCollars,Blue Collar Workers,,Trabajadores de cuello azul,蓝领工人,Blue Collar Workers,Trabalhadores do colarinho azul,Les travailleurs cols bleus,Синие воротнички,블루 칼라 노동자
BusinessOwners,Business Owners,,Dueños de negocios,企业主,Unternehmer,Proprietários de negócios,Les propriétaires d'entreprise,Владельцы бизнеса,경영주
Creatures,Creatures,,criaturas,生物,Kreaturen,Criaturas,créatures,Существа,생물
Entertainers,Entertainers,,artistas,演艺人员,Entertainers,animadores,amuseurs,Конферансье,연예인
Fighters,Fighters,,combatientes,战士,Fighters,Fighters,Fighters,Борцы,전투기
GangbangerType,Gangsters,,gangsters,黑帮,Gangsters,gangsters,gangsters,Гангстеры,깡패
GuardType,Guards,,guardias,逆天,Guards,guardas,gardes,гвардия,근위 연대
SlumsAgent,Slum NPCs,,Slum NPC,贫民窟的NPC,Slum NPCs,Slum NPCs,Slum NPC,НПС Трущоб,슬럼의 NPC
ParkAgent,Park NPCs,,parque NPC,公园的NPC,Park NPCs,parque NPCs,parc NPC,НПС Парка,공원의 NPC
ParkHomeAgent,Park Homeowners,,Los propietarios de viviendas del parque,公园房主,Park Hausbesitzer,Os proprietários do parque,Les propriétaires du parc,Домовладельцы Парка,공원 주택 소유자
UptownHomeAgent,Uptown Homeowners,,Los propietarios de viviendas de la parte alta,住宅区的房主,Uptown Hausbesitzer,Os proprietário Uptown,Les propriétaires Uptown,Домовладельцы Пригорода,업타운 주택 소유자
CaveAgent,Cave Dwellers,,Habitantes de las cuevas,穴居,Höhlenbewohner,Moradores de caverna,Cave Dwellers,Обитатели пещер,동굴 거주자
DowntownAgent,Downtown NPCs,,El centro NPC,市中心的NPC,Downtown NPCs,Downtown NPCs,NPC centre-ville,НПС Делового центра,시내의 NPC
UptownAgent,Uptown NPCs,,Uptown NPC,上城区的NPC,Uptown NPCs,Uptown NPCs,NPC Uptown,НПС Пригорода,업타운의 NPC
HideoutAgent,Hideout NPCs,,escondite NPC,藏身处的NPC,Hideout NPCs,Hideout NPCs,Hideout NPC,НПС Убежищ,은신처의 NPC
HideoutAgentIndustrial,Hideout NPCs (Industrial),,CPN Hideout (Industrial),藏身之处的NPC（工业级）,Hideout NPCs (Industrial),NPCs Hideout (Industrial),NPC Hideout (industriel),НПС Убежищ (Завод),은신처의 NPC (산업)
Hooligans,Hooligans,,hooligans,流氓,Hooligans,Hooligans,hooligans,Хулиганы,폭력배
HooligansNoGangbangers,Hooligans (No Gangsters),,Hooligans (No Gangsters),流氓（无黑帮）,Hooligans (keine Gangsters),Hooligans (Sem Gangsters),Hooligans (No Gangsters),не Хулиганы (Нет Гангстеров),폭력배 (없음 깡패 없음)
LawWorkers,Law Workers,,Los trabajadores de abogados,法律工作者,Law Workers,Lei Trabalhadores,loi sur les travailleurs,Работники правоохр. органов,법률 노동자
LabSpecimens,Lab Specimens,,Las muestras de laboratorio,实验室标本,Lab Proben,As amostras de laboratório,laboratoire Specimens,Лабораторные образцы,실험실 표본
WhiteCollars,White Collar Workers,,Trabajadores de cuello blanco,白领,Angestellte,Trabalhadores de colarinho branco,Cols blancs,Белые воротнички,화이트 칼라 노동자
Kidnapped,Kidnapped,,secuestrado,绑架,Kidnapped,Seqüestrado,Kidnappé,Похищенные,납치
ArenaBattler,Arena Battlers,,Arena Battlers,竞技场Battlers,Arena Battlers,Arena Battlers,Arena Battlers,Бойцы арены,아레나 유랑인
PlayerChooses,- Player Chooses,,- elige el jugador,- 玩家选择,- Spieler wählt,- Escolhe Jogador,- joueur choisit,- Игрок выбирает,- 플레이어 선택
None,- None,,- Ninguna,- 没有,- Keiner,- Nenhum,- Aucun,- Никто,- 없음
WallSpawnSometimes,50% Spawn Chance,,50% freza Probabilidad,50％产卵机会,50% Spawn Chance,50% de Spawn Possibilidade,50% Spawn Chance,50% вероятность появления,50 %의 확률로 스폰
testagent,xx,,,,,,,,
