STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Wrench,"Whether used as a weapon or tampering tool (which costs durability), the wrench is a fine companion.",,"La llave inglesa es una excelente compañera, que podrás usar como arma o herramienta de manipulación (lo que tiene un costo de durabilidad).",无论是用作武器还是破坏的工具（会消耗耐久度），扳手都是件趁手的玩意。,"Ob als Waffe oder als Werkzeug (kostet Haltbarkeit) genutzt, der Schraubenschlüssel ist ein guter Begleiter.","Seja usada como arma ou ferramenta de adulteração (o que custará durabilidade), a chave inglesa é uma ótima companhia.","Que ce soit comme arme ou comme outil (en échange de durabilité), la clé à molette sera votre amie.","Оружие. Или инструмент (запас прочности ограничен). В любом случае, штука полезная.",렌치는 무기나 조작 도구(내구성 사용)로 사용할 수 있는 유용한 공구입니다.
ZombieReanimator,,,,,,,,,
AccuracyMod,Increases Firearms attribute when using any projectile weapon that it's attached to.,,Mejora el atributo de armas de fuego al usar cualquier arma de proyectiles a la que se adjunte.,将它安装到射弹武器上可以增加火器的属性。,"Erhöht die Eigenschaft Schusswaffen beim Gebrauch einer jeden Schusswaffe, an die er angebracht ist.",Aumenta a precisão de qualquer arma de fogo onde esteja fixado.,Augmente l'attribut Armes à feu quand vous utilisez une arme à projectile à laquelle c'est attaché.,"Повышает характеристики огнестрельного оружия, на которое устанавливается.",연결된 발사체 무기를 사용할 때 총기의 특성이 향상합니다.
Silencer,"Attach to any gun, so you can kill without waking the neighbors, which would be super rude!",,"Adjunta a cualquier arma de fuego para poder matar sin despertar a los vecinos, ¡lo cual sería muy grosero!",将它安到枪上，这样你就能在不惊醒邻居的情况下杀死他了。扰人清梦最粗鲁了！,"Bring ihn an einer beliebigen Waffe an, damit du töten kannst, ohne die Nachbarn aufzuwecken. Das wäre echt ziemlich unverschämt!","Anexe a qualquer pistola, assim você poderá matar sem acordar seus vizinho, o que seria super rude!","À attacher à une arme à feu, pour pouvoir tuer sans réveiller les voisins. Les manières font l'homme. Vous savez ce que ça veut dire ?","Насадка на оружие, позволяющая убивать людей и не будить при этом соседей — вот это настоящая забота о ближнем.",총에 연결하면 이웃이 모르게 죽일 수 있어요. 이웃을 깨우는 건 완전 무례한 행동이니까요!
BFG,,,,,,,,,
FireExtinguisher,"Extinguishes all flames, except for the flames of desire in your heart.  Unless you point it down your throat.",,"Extingue todas las llamas, excepto por las llamas de deseo en tu corazón. A no ser quizás si te lo metes por la garganta.",熄灭所有火焰，你内心的欲望之火除外。除非你拿它对准你的咽喉。,"Löscht alle Flammen, nur die Flammen der Sehnsucht in deinem Herzen nicht. Es sei denn, du zielst damit deine Kehle hinunter.","Apaga todas as chamas, exceto as chamas do desejo em seu coração. A não ser que você aponte ela para sua garganta.","Éteint toutes les flammes, sauf celles du désir de votre coeur. Vous pouvez toujours essayer de l'enfoncer dans votre gorge, mais bon...","Тушит любой огонь, кроме того, что пылает в твоем сердце. Если только ты не засунешь его себе в глотку.",마음 속 욕망의 불길을 제외한 모든 불길을 끄세요. 목구멍 깊이 간절하지 않다면.
Flamethrower,"Pyromaniacs rejoice!  With this weapon, you can burn down certain walls and objects.",,"¡El deleite de los pirómanos! Con esta arma, puedes reducir a cenizas ciertas paredes y objetos.",纵火狂的最爱！有了这件武器，你可以烧毁部分墙壁和物体。,Die Pyromanen freuen sich! Mit dieser Waffe kannst du bestimmte Wände und Gegenstände niederbrennen.,"Incendiários, alegrai-vos! Com esta arma, você pode queimar algumas paredes e objetos.","Pyromanes, réjouissez-vous ! Cette arme vous permettra de faire cramer certains murs et objets.",Сладкий сон пироманьяка! Это оружие позволяет сжигать некоторые стены и предметы.,방화광이여 기뻐하라! 이 무기로 특정 벽과 물체를 태워버릴 수 있습니다.
FreezeRay,Freezes people into beautiful human ice sculptures.,,Convierte a las personas en hermosas esculturas de hielo.,将人冻结成美丽的人体冰雕。,Lassen Menschen in wunderschöne menschliche Eisskulpturen einfrieren.,Transforme pessoas em belíssimas esculturas de gelo.,Transforme n'importe qui en jolie statue de glace.,Превращает людей в прекрасные ледяные скульптуры.,사람들을 아름다운 인간 얼음 조각으로 냉동시키세요.
GuidedMissileLauncher,,,,,,,,,
LeafBlower,"Causes extreme noise pollution, aggravating bedroom programmers the world over. But in this game, it creates a huge gust of wind.",,"Genera polución sonora extrema y aliena a los programadores de dormitorio de todo el mundo. Pero en este juego, crea una gigantesca ráfaga de viento.",造成超高噪声污染，让世界各地在家加班的程序员恼怒不已。但在这款游戏中，它会掀起一阵大风。,"Führt zu extremer Lärmbelastung, die Schlafzimmerprogrammierer weltweit auf die Palme bringt. Aber in diesem Spiel erschafft er eine riesige Windböe.","Causa uma poluição sonora extrema, irritando os programadores de quarto por todo o mundo. Mas neste jogo, cria uma grande rajada de vento.","Cause une pollution sonore extrême, ce qui ne manque pas d'énerver les programmeurs du monde entier. Mais dans ce jeu, ça crée surtout une énorme bourrasque.","Вообще, эта штука повышает уровень шума выше всяких норм, так что фрилансеры в своих домах бесятся от возмущения. В этой же игре она просто создает сильный порыв ветра.",극심한 소음 공해를 일으켜 전 세계의 프로그래머들을 자극합니다. 하지만 이 게임에서는 거대한 돌풍을 일으킵니다.
MachineGun,Got a crappy aim?  No worries!  Just spray bullets everywhere!  Bystanders?  What bystanders?!,,¿Eres horrible apuntando? ¡No te preocupes! ¡Simplemente rocía todo de balas! ¿Víctimas colaterales? ¿¡Qué víctimas colaterales?!,准头差点？别担心！有了这把枪，只要四处倾泻子弹就好！看热闹的人？什么看热闹的人？！,Du kannst nicht zielen? Macht nichts! Verteile die Kugeln einfach überall! Passanten? Welche Passanten?!,Sua mira é uma porcaria? Não se preocupe! Basta mandar bala para todos os lados! Espectadores? Que espectadores?!,Alors comme ça on ne sait pas viser ? Pas de problème ! Vous n'avez qu'à vaporiser ! Les passants ? Quels passants ?!,Не можешь попасть в цель в пяти метров? Не беда! Просто стреляй! Что? Случайные люди? Уже не важно!,엉터리 목표를 가지고 있나요? 걱정마세요! 여기저기 총알을 날리세요! 구경꾼? 어떤 구경꾼이죠?!
